InvoiceNo,StockCode,Description,Quantity,InvoiceDate,UnitPrice,CustomerID,Country
INV024256,SC6445,PACK OF 72 RETROSPOT CAKE CASES,2,2024-08-27 00:00:00,-1.0,2267.0,France
INV023280,SC1994,CREAM CUPID HEARTS COAT HANGER,3,2024-11-30 00:00:00,37.5,2161.0,United Kingdom
INV020648,SC8630,,8,2024-11-30 00:00:00,7.91,2025.0,United Kingdom
INV020613,SC8652,ASSORTED COLOUR BIRD ORNAMENT,1,2024-11-18 00:00:00,49.18,2023.0,United Kingdom
INV021609,SC8148,LUNCH BAG RED RETROSPOT,9,2024-12-16 00:00:00,41.14,2061.0,United Kingdom
INV023490,SC1517,JUMBO BAG RED RETROSPOT,1,2024-10-16 00:00:00,66.09,2177.0,United Kingdom
INV022507,SC3177,REGENCY CAKESTAND 3 TIER,7,2024-12-12 00:00:00,56.1,2106.0,Netherlands
INV020094,SC6022,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-11-24 00:00:00,11.72,2003.0,United Kingdom
INV023262,SC9136,REGENCY CAKESTAND 3 TIER,1,2024-10-17 00:00:00,79.83,2160.0,United Kingdom
INV020802,SC4580,PACK OF 72 RETROSPOT CAKE CASES,7,2024-11-08 00:00:00,12.83,2031.0,United Kingdom
INV020860,SC9018,LUNCH BAG RED RETROSPOT,1,2024-12-08 00:00:00,37.69,2034.0,Germany
INV023539,SC4443,VINTAGE UNION JACK MEMOBOARD,4,2024-10-27 00:00:00,79.19,2181.0,Germany
INV020632,SC1742,JUMBO BAG RED RETROSPOT,2,2024-12-08 00:00:00,24.48,2024.0,France
INV021844,SC9262,LUNCH BAG RED RETROSPOT,8,2024-11-26 00:00:00,26.21,2070.0,France
INV022405,SC8020,LUNCH BAG RED RETROSPOT,2,2024-11-28 00:00:00,68.44,2098.0,Germany
INV020576,SC9038,JUMBO BAG RED RETROSPOT,2,2024-11-07 00:00:00,3.24,2022.0,United Kingdom
INV023989,SC5707,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-08-29 00:00:00,9.55,2228.0,United Kingdom
INV024781,SC6495,JUMBO BAG RED RETROSPOT,1,2024-09-10 00:00:00,11.54,2345.0,United Kingdom
INV024193,SC4051,JUMBO BAG RED RETROSPOT,8,2024-09-16 00:00:00,26.68,2258.0,United Kingdom
INV025135,SC8852,ASSORTED COLOUR BIRD ORNAMENT,1,2024-03-09 00:00:00,4.63,2469.0,United Kingdom
INV024665,SC9539,,3,2024-08-08 00:00:00,45.97,2328.0,Germany
CINV024447,SC9184,ASSORTED COLOUR BIRD ORNAMENT,-2,2024-09-27 00:00:00,6.29,2296.0,Belgium
INV021241,SC1918,VINTAGE UNION JACK MEMOBOARD,6,2024-12-11 00:00:00,24.47,2048.0,United Kingdom
INV020000,SC6938,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-11-16 00:00:00,72.5,2000.0,United Kingdom
INV022319,SC3138,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-11-27 00:00:00,52.28,2092.0,United Kingdom
INV023508,SC7961,,3,2024-10-11 00:00:00,60.6,2178.0,United Kingdom
INV021711,SC8915,PACK OF 72 RETROSPOT CAKE CASES,1,2024-11-30 00:00:00,46.86,2065.0,Netherlands
INV020440,SC7909,REGENCY CAKESTAND 3 TIER,4,2024-12-03 00:00:00,21.31,2017.0,United Kingdom
INV021915,SC7826,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-12-21 00:00:00,49.41,2072.0,United Kingdom
INV025092,SC8563,LUNCH BAG RED RETROSPOT,4,2024-05-30 00:00:00,31.67,2444.0,United Kingdom
INV024852,SC3497,CREAM CUPID HEARTS COAT HANGER,6,2024-10-26 00:00:00,74.22,2362.0,United Kingdom
INV022724,SC1347,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-11-29 00:00:00,37.62,2122.0,United Kingdom
INV023102,SC9764,LUNCH BAG RED RETROSPOT,7,2024-10-20 00:00:00,76.43,2149.0,United Kingdom
INV020951,SC7045,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-11-22 00:00:00,2.71,2037.0,Spain
INV022905,SC3116,PACK OF 72 RETROSPOT CAKE CASES,2,2024-11-17 00:00:00,6.81,2135.0,Netherlands
INV022766,SC1574,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-11-18 00:00:00,24.49,2125.0,United Kingdom
INV022032,SC8817,PARTY BUNTING,5,2024-11-17 00:00:00,7.99,2076.0,United Kingdom
INV021233,SC4015,,9,2024-11-30 00:00:00,54.95,2047.0,United Kingdom
INV025112,SC6186,LUNCH BAG RED RETROSPOT,1,2024-02-12 00:00:00,9.97,2451.0,United Kingdom
INV022618,SC9280,PARTY BUNTING,8,2024-10-26 00:00:00,8.95,2114.0,United Kingdom
INV024066,SC6356,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-07-28 00:00:00,55.9,2240.0,United Kingdom
INV023560,SC8245,PACK OF 72 RETROSPOT CAKE CASES,2,2024-09-25 00:00:00,34.61,,Netherlands
INV023440,SC7582,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-10-15 00:00:00,60.88,2173.0,United Kingdom
INV020394,SC3347,JUMBO BAG RED RETROSPOT,9,2024-12-20 00:00:00,15.15,2015.0,United Kingdom
INV020043,SC9328,CREAM CUPID HEARTS COAT HANGER,4,2024-11-19 00:00:00,0.0,2002.0,Netherlands
INV020260,SC9062,,7,2024-11-19 00:00:00,8.17,2010.0,United Kingdom
INV020147,SC4258,CREAM CUPID HEARTS COAT HANGER,5,2024-12-02 00:00:00,49.51,2005.0,Netherlands
INV021072,SC2534,PARTY BUNTING,7,2024-11-25 00:00:00,57.41,2042.0,Germany
INV020708,SC6467,PARTY BUNTING,4,2024-12-07 00:00:00,61.52,2027.0,France
INV022650,SC4421,LUNCH BAG RED RETROSPOT,7,2024-10-29 00:00:00,53.96,2116.0,United Kingdom
INV021360,SC5376,ASSORTED COLOUR BIRD ORNAMENT,1,2024-11-27 00:00:00,4.94,2052.0,France
INV020299,SC8365,PACK OF 72 RETROSPOT CAKE CASES,8,2024-12-23 00:00:00,9.01,2011.0,United Kingdom
INV023565,SC1933,PARTY BUNTING,2,2024-09-25 00:00:00,42.15,2182.0,United Kingdom
INV022399,SC7957,PARTY BUNTING,6,2024-11-20 00:00:00,36.38,2097.0,United Kingdom
INV024389,SC1879,PACK OF 72 RETROSPOT CAKE CASES,1,2024-10-06 00:00:00,25.51,2286.0,United Kingdom
INV020067,SC7905,LUNCH BAG RED RETROSPOT,1,2024-12-21 00:00:00,17.69,2002.0,Belgium
INV021805,SC3109,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-11-12 00:00:00,40.25,2068.0,United Kingdom
INV024147,SC1395,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-10-24 00:00:00,33.06,2252.0,Belgium
INV024812,SC6426,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-09-29 00:00:00,77.13,2349.0,United Kingdom
INV022360,SC4455,CREAM CUPID HEARTS COAT HANGER,7,2024-09-27 00:00:00,29.25,2094.0,United Kingdom
INV024148,SC1590,PARTY BUNTING,1,2024-08-31 00:00:00,47.1,2252.0,United Kingdom
INV022374,SC7487,PARTY BUNTING,9,2024-10-29 00:00:00,N/A,2095.0,Netherlands
INV022000,SC8389,CREAM CUPID HEARTS COAT HANGER,5,2024-11-29 00:00:00,50.34,2075.0,United Kingdom
INV022113,SC4274,,5,2024-11-18 00:00:00,30.94,2079.0,United Kingdom
INV021972,SC9255,JUMBO BAG RED RETROSPOT,4,2024-12-01 00:00:00,62.86,2074.0,United Kingdom
INV024130,SC3736,PACK OF 72 RETROSPOT CAKE CASES,6,2024-07-20 00:00:00,55.54,2249.0,United Kingdom
INV022725,SC8574,,1,2024-12-11 00:00:00,17.07,2122.0,United Kingdom
INV024935,SC5906,REGENCY CAKESTAND 3 TIER,6,2024-08-09 00:00:00,76.86,2391.0,United Kingdom
INV021325,SC2205,WHITE HANGING HEART T-LIGHT HOLDER,4,2024-11-21 00:00:00,49.15,2051.0,United Kingdom
INV020790,SC5503,PARTY BUNTING,8,2024-12-07 00:00:00,18.27,2030.0,Germany
INV022427,SC7353,ASSORTED COLOUR BIRD ORNAMENT,3,2024-11-18 00:00:00,57.17,2099.0,Germany
INV023221,SC5097,JUMBO BAG RED RETROSPOT,4,2024-10-29 00:00:00,64.71,2157.0,Netherlands
INV023846,SC1352,PACK OF 72 RETROSPOT CAKE CASES,6,2024-10-18 00:00:00,43.29,2205.0,Germany
INV021440,SC7089,JUMBO BAG RED RETROSPOT,3,2024-11-16 00:00:00,5.23,2055.0,United Kingdom
INV023755,SC5586,PARTY BUNTING,9,2024-10-04 00:00:00,56.34,2196.0,United Kingdom
INV022922,SC8942,VINTAGE UNION JACK MEMOBOARD,6,2024-11-04 00:00:00,46.59,2136.0,United Kingdom
INV024560,SC1803,CREAM CUPID HEARTS COAT HANGER,2,2024-09-11 00:00:00,52.74,2313.0,United Kingdom
INV020982,SC8633,VINTAGE UNION JACK MEMOBOARD,7,2024-11-18 00:00:00,53.2,,United Kingdom
INV023223,SC8171,,1,2024-10-30 00:00:00,53.84,2157.0,France
INV021516,SC3384,VINTAGE UNION JACK MEMOBOARD,5,2024-11-25 00:00:00,6.31,2058.0,United Kingdom
INV020518,SC4097,PARTY BUNTING,6,,46.66,2020.0,United Kingdom
INV021444,SC8207,PACK OF 72 RETROSPOT CAKE CASES,7,2024-12-14 00:00:00,40.24,2055.0,Spain
INV022970,SC8645,REGENCY CAKESTAND 3 TIER,3,2024-10-09 00:00:00,54.74,2139.0,United Kingdom
INV022724,SC4137,REGENCY CAKESTAND 3 TIER,3,2024-11-29 00:00:00,70.22,2122.0,United Kingdom
INV023834,SC4217,REGENCY CAKESTAND 3 TIER,3,2024-10-15 00:00:00,70.53,2203.0,United Kingdom
INV020587,SC1304,REGENCY CAKESTAND 3 TIER,2,2024-11-25 00:00:00,59.63,2022.0,United Kingdom
INV020069,SC2178,ASSORTED COLOUR BIRD ORNAMENT,4,2024-12-06 00:00:00,69.13,2002.0,Spain
INV021640,SC9207,PACK OF 72 RETROSPOT CAKE CASES,7,2024-12-10 00:00:00,76.31,2062.0,France
INV025091,SC9237,PARTY BUNTING,7,2024-09-05 00:00:00,40.91,2443.0,United Kingdom
INV023778,SC9744,JUMBO BAG RED RETROSPOT,5,2024-11-11 00:00:00,15.92,2198.0,Netherlands
INV023798,SC5525,LUNCH BAG RED RETROSPOT,3,2024-11-01 00:00:00,-2.5,2199.0,Spain
INV020028,SC4974,ASSORTED COLOUR BIRD ORNAMENT,7,2024-11-29 00:00:00,48.37,2001.0,United Kingdom
INV021139,SC8926,CREAM CUPID HEARTS COAT HANGER,7,2024-11-06 00:00:00,14.71,2044.0,Belgium
INV020467,SC3889,ASSORTED COLOUR BIRD ORNAMENT,7,2024-12-17 00:00:00,76.25,,Netherlands
INV023029,SC1058,PARTY BUNTING,9,2024-12-08 00:00:00,36.38,2143.0,United Kingdom
INV020760,SC2457,ASSORTED COLOUR BIRD ORNAMENT,5,2024-12-12 00:00:00,5.57,2029.0,United Kingdom
INV024766,SC5011,CREAM CUPID HEARTS COAT HANGER,8,2024-10-20 00:00:00,7.49,2343.0,France
INV022221,SC9790,ASSORTED COLOUR BIRD ORNAMENT,2,2024-09-08 00:00:00,34.31,,Germany
INV020563,SC5363,JUMBO BAG RED RETROSPOT,3,2024-12-09 00:00:00,72.02,2022.0,United Kingdom
INV023470,SC9095,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-10-05 00:00:00,65.09,2175.0,United Kingdom
INV021859,SC9837,ASSORTED COLOUR BIRD ORNAMENT,4,2024-11-28 00:00:00,33.56,2070.0,United Kingdom
INV024764,SC8252,PARTY BUNTING,5,2024-09-11 00:00:00,33.1,2343.0,United Kingdom
INV022846,SC8428,CREAM CUPID HEARTS COAT HANGER,2,2024-09-15 00:00:00,33.02,2130.0,United Kingdom
INV021696,SC3179,CREAM CUPID HEARTS COAT HANGER,1,2024-12-16 00:00:00,53.73,2064.0,Netherlands
INV021624,SC1999,JUMBO BAG RED RETROSPOT,1,2024-11-24 00:00:00,23.07,2062.0,United Kingdom
INV024833,SC9930,ASSORTED COLOUR BIRD ORNAMENT,3,2024-05-14 00:00:00,76.07,2355.0,France
CINV022830,SC3119,JUMBO BAG RED RETROSPOT,-9,2024-10-21 00:00:00,73.74,2129.0,United Kingdom
INV022019,SC5244,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-12-03 00:00:00,15.67,2076.0,Spain
INV020394,SC9971,PARTY BUNTING,5,2024-12-20 00:00:00,49.34,2015.0,Belgium
INV024076,SC7055,PARTY BUNTING,2,2024-08-31 00:00:00,61.42,2241.0,United Kingdom
INV021210,SC2102,LUNCH BAG RED RETROSPOT,1,2024-12-06 00:00:00,71.91,2047.0,United Kingdom
INV021426,SC9963,PACK OF 72 RETROSPOT CAKE CASES,3,2024-11-23 00:00:00,29.05,2054.0,Germany
INV024500,SC1076,JUMBO BAG RED RETROSPOT,1,2024-09-18 00:00:00,58.67,2304.0,United Kingdom
INV023598,SC2276,CREAM CUPID HEARTS COAT HANGER,8,2024-10-22 00:00:00,34.87,2184.0,United Kingdom
INV024067,SC3403,ASSORTED COLOUR BIRD ORNAMENT,9,2024-08-24 00:00:00,41.86,2240.0,United Kingdom
INV020823,SC4684,CREAM CUPID HEARTS COAT HANGER,2,2024-12-21 00:00:00,33.42,2032.0,United Kingdom
INV024671,SC8275,,7,2024-10-17 00:00:00,65.24,,United Kingdom
INV025079,SC2608,REGENCY CAKESTAND 3 TIER,5,2024-05-29 00:00:00,68.37,2439.0,Spain
INV021999,SC4614,VINTAGE UNION JACK MEMOBOARD,1,2024-12-01 00:00:00,52.13,2075.0,United Kingdom
INV022128,SC2037,JUMBO BAG RED RETROSPOT,6,2024-12-05 00:00:00,63.37,2079.0,Netherlands
INV024265,SC3676,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-10-03 00:00:00,64.97,2268.0,Spain
INV022965,SC4598,JUMBO BAG RED RETROSPOT,3,2024-11-30 00:00:00,75.59,2139.0,United Kingdom
INV020556,SC6260,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-12-13 00:00:00,19.66,2022.0,Belgium
INV020495,SC8829,VINTAGE UNION JACK MEMOBOARD,8,2024-12-19 00:00:00,53.72,2019.0,United Kingdom
INV020137,SC6902,CREAM CUPID HEARTS COAT HANGER,8,2024-11-11 00:00:00,59.58,2005.0,United Kingdom
INV024507,SC1033,JUMBO BAG RED RETROSPOT,5,2024-11-01 00:00:00,16.42,2305.0,Germany
INV023941,SC7336,REGENCY CAKESTAND 3 TIER,4,2024-09-03 00:00:00,39.06,2220.0,Germany
INV021719,SC4058,REGENCY CAKESTAND 3 TIER,2,2024-11-19 00:00:00,73.64,2065.0,United Kingdom
INV023745,SC6754,,9,2024-11-06 00:00:00,36.89,2195.0,United Kingdom
INV024420,SC7714,PACK OF 72 RETROSPOT CAKE CASES,4,2024-08-17 00:00:00,0.0,2291.0,United Kingdom
INV020111,SC9420,CREAM CUPID HEARTS COAT HANGER,6,2024-12-15 00:00:00,6.35,2004.0,United Kingdom
INV024725,SC7560,ASSORTED COLOUR BIRD ORNAMENT,9,2024-07-23 00:00:00,16.59,2337.0,United Kingdom
CINV020229,SC3228,VINTAGE UNION JACK MEMOBOARD,-3,2024-12-08 00:00:00,20.32,2008.0,United Kingdom
INV024209,SC3661,GLASS STAR FROSTED T-LIGHT HOLDER,9,2024-08-26 00:00:00,28.41,2260.0,Spain
INV020798,SC6148,VINTAGE UNION JACK MEMOBOARD,2,2024-11-10 00:00:00,10.2,2031.0,Netherlands
INV023759,SC1575,ASSORTED COLOUR BIRD ORNAMENT,1,2024-10-29 00:00:00,0.0,2196.0,Netherlands
INV020267,SC8408,JUMBO BAG RED RETROSPOT,3,2024-11-29 00:00:00,36.08,2010.0,United Kingdom
CINV020551,SC1336,VINTAGE UNION JACK MEMOBOARD,-5,2024-12-19 00:00:00,68.25,2021.0,United Kingdom
INV024808,SC7373,LUNCH BAG RED RETROSPOT,7,2024-07-03 00:00:00,42.03,2348.0,United Kingdom
INV022007,SC4969,LUNCH BAG RED RETROSPOT,7,2024-12-02 00:00:00,47.3,2075.0,United Kingdom
INV024089,SC9532,CREAM CUPID HEARTS COAT HANGER,7,2024-10-15 00:00:00,23.56,2243.0,Netherlands
INV022104,SC2538,VINTAGE UNION JACK MEMOBOARD,2,2024-12-14 00:00:00,26.24,2078.0,France
INV023808,SC3061,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-10-17 00:00:00,13.82,2200.0,United Kingdom
INV024454,SC9684,PACK OF 72 RETROSPOT CAKE CASES,5,2024-07-27 00:00:00,56.62,2297.0,United Kingdom
CINV025035,SC3448,PARTY BUNTING,-6,2024-05-25 00:00:00,50.98,2424.0,United Kingdom
INV020226,SC5731,GLASS STAR FROSTED T-LIGHT HOLDER,8,2024-11-22 00:00:00,10.35,2008.0,United Kingdom
INV024502,SC9260,GLASS STAR FROSTED T-LIGHT HOLDER,4,2024-10-17 00:00:00,64.04,2305.0,Germany
INV021010,SC7413,LUNCH BAG RED RETROSPOT,9,2024-12-08 00:00:00,76.11,2039.0,United Kingdom
INV023912,SC7947,WHITE HANGING HEART T-LIGHT HOLDER,6,2024-08-12 00:00:00,21.58,2216.0,Spain
INV020382,SC8665,PACK OF 72 RETROSPOT CAKE CASES,6,2024-12-05 00:00:00,46.43,2014.0,France
INV022717,SC1962,CREAM CUPID HEARTS COAT HANGER,7,2024-08-27 00:00:00,25.78,2121.0,Germany
INV022185,SC7843,PARTY BUNTING,5,2024-11-21 00:00:00,21.22,2082.0,United Kingdom
INV021676,SC4600,CREAM CUPID HEARTS COAT HANGER,4,2024-11-19 00:00:00,58.3,2063.0,United Kingdom
INV023755,SC8316,GLASS STAR FROSTED T-LIGHT HOLDER,5,2024-10-04 00:00:00,65.45,2196.0,United Kingdom
INV020935,SC1386,LUNCH BAG RED RETROSPOT,3,2024-11-30 00:00:00,11.02,2036.0,United Kingdom
INV022528,SC7992,REGENCY CAKESTAND 3 TIER,4,2024-10-01 00:00:00,56.69,2108.0,United Kingdom
INV022633,SC8999,ASSORTED COLOUR BIRD ORNAMENT,3,2024-11-14 00:00:00,24.99,2115.0,Germany
INV022206,SC3408,REGENCY CAKESTAND 3 TIER,1,2024-11-06 00:00:00,50.73,2084.0,United Kingdom
INV020275,SC3552,GLASS STAR FROSTED T-LIGHT HOLDER,1,2024-12-09 00:00:00,61.76,2010.0,United Kingdom
INV021786,SC8147,ASSORTED COLOUR BIRD ORNAMENT,1,2024-11-12 00:00:00,62.85,2068.0,United Kingdom
INV024496,SC1645,VINTAGE UNION JACK MEMOBOARD,9,2024-07-27 00:00:00,4.05,2304.0,United Kingdom
INV023055,SC4469,ASSORTED COLOUR BIRD ORNAMENT,1,2024-10-24 00:00:00,41.96,2145.0,Germany
INV022606,SC7123,REGENCY CAKESTAND 3 TIER,7,2024-10-13 00:00:00,58.7,2113.0,Netherlands
INV022852,SC3525,JUMBO BAG RED RETROSPOT,2,2024-09-25 00:00:00,55.4,2131.0,United Kingdom
INV022725,SC6326,JUMBO BAG RED RETROSPOT,3,2024-12-11 00:00:00,13.02,2122.0,France
INV020108,SC7478,CREAM CUPID HEARTS COAT HANGER,8,2024-12-06 00:00:00,15.82,2003.0,France
INV023144,SC1811,PARTY BUNTING,7,2024-12-04 00:00:00,73.13,2151.0,Spain
INV020540,SC8642,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-12-17 00:00:00,58.19,2021.0,United Kingdom
INV022909,SC5908,ASSORTED COLOUR BIRD ORNAMENT,6,2024-10-29 00:00:00,23.22,2135.0,France
INV021407,SC7231,PARTY BUNTING,2,2024-11-19 00:00:00,42.79,2053.0,United Kingdom
INV021218,SC1768,LUNCH BAG RED RETROSPOT,4,2024-12-06 00:00:00,42.77,2047.0,France
INV023973,SC3137,PACK OF 72 RETROSPOT CAKE CASES,7,2024-10-24 00:00:00,0.0,2226.0,United Kingdom
INV023314,SC3301,GLASS STAR FROSTED T-LIGHT HOLDER,7,2024-12-12 00:00:00,30.65,2163.0,United Kingdom
INV022586,SC3166,VINTAGE UNION JACK MEMOBOARD,8,2024-11-22 00:00:00,2.72,2112.0,Netherlands
INV022383,SC9680,VINTAGE UNION JACK MEMOBOARD,3,2024-10-31 00:00:00,69.99,2096.0,United Kingdom
INV023686,SC9714,PARTY BUNTING,8,2024-12-05 00:00:00,67.56,2190.0,United Kingdom
INV023019,SC7456,PARTY BUNTING,4,2024-12-05 00:00:00,64.85,2143.0,Spain
INV023585,SC8686,ASSORTED COLOUR BIRD ORNAMENT,9,2024-10-26 00:00:00,22.2,2184.0,Spain
INV023381,SC8862,JUMBO BAG RED RETROSPOT,4,2024-11-05 00:00:00,53.19,2169.0,United Kingdom
INV024611,SC7218,REGENCY CAKESTAND 3 TIER,2,2024-10-18 00:00:00,39.96,2320.0,Spain
INV021843,SC7038,PACK OF 72 RETROSPOT CAKE CASES,1,2024-12-11 00:00:00,28.95,,United Kingdom
INV024257,SC7913,VINTAGE UNION JACK MEMOBOARD,1,2024-10-26 00:00:00,72.64,2267.0,Spain
INV025162,SC1499,PACK OF 72 RETROSPOT CAKE CASES,9,2023-09-12 00:00:00,40.02,2488.0,United Kingdom
INV022071,SC1498,PARTY BUNTING,6,2024-12-13 00:00:00,43.45,2078.0,United Kingdom
INV020162,SC1918,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-12-03 00:00:00,45.21,2006.0,Spain
INV022278,SC6978,ASSORTED COLOUR BIRD ORNAMENT,2,2024-11-13 00:00:00,38.82,2089.0,Germany
INV021454,SC7515,REGENCY CAKESTAND 3 TIER,7,2024-12-11 00:00:00,70.9,2056.0,France
INV024175,SC4148,VINTAGE UNION JACK MEMOBOARD,6,2024-10-03 00:00:00,-1.0,2256.0,United Kingdom
INV021362,SC1764,PACK OF 72 RETROSPOT CAKE CASES,5,2024-12-04 00:00:00,60.52,2052.0,United Kingdom
INV022743,SC4301,REGENCY CAKESTAND 3 TIER,8,2024-10-28 00:00:00,38.67,2123.0,United Kingdom
INV020708,SC1849,ASSORTED COLOUR BIRD ORNAMENT,4,2024-12-07 00:00:00,61.14,2027.0,United Kingdom
INV020086,SC6453,GLASS STAR FROSTED T-LIGHT HOLDER,3,2024-11-28 00:00:00,20.96,2003.0,United Kingdom
INV023492,SC4694,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-11-21 00:00:00,0.0,2177.0,Netherlands
INV021714,SC9585,ASSORTED COLOUR BIRD ORNAMENT,9,2024-11-16 00:00:00,66.71,2065.0,France
INV020381,SC3642,REGENCY CAKESTAND 3 TIER,3,2024-12-16 00:00:00,60.74,2014.0,Germany
INV021818,SC9344,PARTY BUNTING,8,2024-12-18 00:00:00,16.45,2068.0,United Kingdom
INV021570,SC6184,JUMBO BAG RED RETROSPOT,1,2024-12-08 00:00:00,29.72,2060.0,United Kingdom
INV020146,SC3364,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-12-01 00:00:00,11.74,2005.0,Spain
CINV022763,SC4099,JUMBO BAG RED RETROSPOT,-6,2024-11-15 00:00:00,52.63,2124.0,Spain
INV024392,SC7817,VINTAGE UNION JACK MEMOBOARD,9,2024-09-26 00:00:00,8.02,2286.0,United Kingdom
INV020480,SC4141,,2,2024-12-13 00:00:00,11.94,2018.0,Netherlands
INV025064,SC2836,PACK OF 72 RETROSPOT CAKE CASES,8,2024-06-26 00:00:00,12.31,2434.0,Spain
INV023265,SC5094,GLASS STAR FROSTED T-LIGHT HOLDER,6,2024-10-06 00:00:00,5.84,,United Kingdom
INV021962,SC2429,ASSORTED COLOUR BIRD ORNAMENT,2,2024-11-21 00:00:00,36.97,2074.0,France
INV022201,SC7464,LUNCH BAG RED RETROSPOT,1,2024-10-04 00:00:00,17.01,2084.0,Netherlands
INV023934,SC3440,VINTAGE UNION JACK MEMOBOARD,6,2024-10-17 00:00:00,62.26,2218.0,United Kingdom
INV020090,SC2560,WHITE HANGING HEART T-LIGHT HOLDER,3,2024-11-11 00:00:00,65.74,2003.0,United Kingdom
INV021526,SC8160,CREAM CUPID HEARTS COAT HANGER,4,2024-12-04 00:00:00,46.13,2059.0,United Kingdom
INV021884,SC3535,VINTAGE UNION JACK MEMOBOARD,8,2024-12-20 00:00:00,7.2,2071.0,United Kingdom
INV023806,SC3822,PACK OF 72 RETROSPOT CAKE CASES,3,2024-10-24 00:00:00,36.16,2199.0,United Kingdom
INV025132,SC2677,CREAM CUPID HEARTS COAT HANGER,5,2023-12-08 00:00:00,32.73,2467.0,Spain
INV022172,SC3071,PACK OF 72 RETROSPOT CAKE CASES,2,2024-10-12 00:00:00,48.35,2082.0,United Kingdom
INV023262,SC4696,VINTAGE UNION JACK MEMOBOARD,9,2024-10-17 00:00:00,79.01,2160.0,United Kingdom
INV020701,SC9145,ASSORTED COLOUR BIRD ORNAMENT,1,2024-12-10 00:00:00,35.65,2027.0,France
INV020396,SC4226,PARTY BUNTING,9,2024-12-17 00:00:00,51.38,2015.0,Spain
INV024185,SC2961,,2,2024-10-18 00:00:00,54.16,2257.0,United Kingdom
INV021441,SC4938,REGENCY CAKESTAND 3 TIER,2,2024-12-04 00:00:00,75.12,2055.0,Germany
INV024255,SC9321,JUMBO BAG RED RETROSPOT,5,2024-10-13 00:00:00,42.95,2267.0,United Kingdom
INV020572,SC8780,CREAM CUPID HEARTS COAT HANGER,7,2024-11-07 00:00:00,4.02,2022.0,Germany
INV022612,SC6336,JUMBO BAG RED RETROSPOT,8,2024-12-01 00:00:00,68.88,2113.0,France
INV024905,SC6038,CREAM CUPID HEARTS COAT HANGER,5,2024-07-17 00:00:00,40.54,2381.0,United Kingdom
INV023268,SC5226,,1,2024-10-10 00:00:00,9.3,2161.0,France
INV022713,SC6300,PARTY BUNTING,9,2024-11-10 00:00:00,28.46,2121.0,France
INV022443,SC3413,,7,2024-11-17 00:00:00,2.73,2100.0,United Kingdom
INV024149,SC3468,PACK OF 72 RETROSPOT CAKE CASES,8,2024-09-16 00:00:00,27.9,2253.0,United Kingdom
INV021104,SC3211,WHITE HANGING HEART T-LIGHT HOLDER,7,2024-11-11 00:00:00,65.69,2043.0,Spain
INV024991,SC3095,PARTY BUNTING,3,2024-06-14 00:00:00,56.43,2410.0,United Kingdom
INV021890,SC8862,GLASS STAR FROSTED T-LIGHT HOLDER,2,2024-12-18 00:00:00,53.5,,Germany
INV022094,SC7660,PARTY BUNTING,1,2024-12-18 00:00:00,16.46,2078.0,Spain
INV023657,SC6322,PACK OF 72 RETROSPOT CAKE CASES,8,2024-11-05 00:00:00,43.66,,United Kingdom
INV023529,SC5594,WHITE HANGING HEART T-LIGHT HOLDER,8,2024-11-09 00:00:00,15.2,2180.0,United Kingdom
INV023613,SC9517,WHITE HANGING HEART T-LIGHT HOLDER,1,2024-10-28 00:00:00,77.71,2185.0,United Kingdom
INV023861,SC2086,VINTAGE UNION JACK MEMOBOARD,5,2024-09-04 00:00:00,74.18,2208.0,United Kingdom
INV020260,SC2036,LUNCH BAG RED RETROSPOT,8,2024-11-19 00:00:00,69.02,2010.0,France
INV021799,SC4313,LUNCH BAG RED RETROSPOT,6,2024-11-30 00:00:00,68.79,2068.0,United Kingdom
INV020181,SC6134,WHITE HANGING HEART T-LIGHT HOLDER,9,2024-12-11 00:00:00,-1.0,2007.0,United Kingdom
INV023367,SC1257,LUNCH BAG RED RETROSPOT,5,2024-10-29 00:00:00,69.64,2168.0,United Kingdom
INV020942,SC2027,ASSORTED COLOUR BIRD ORNAMENT,4,2024-12-11 00:00:00,59.1,2037.0,United Kingdom
